store_id,product_id,stock_quantity,last_updated
16,60,80,6/28/2021
20,61,7,6/29/2021
1,70,106,6/29/2021
2,100,82,6/30/2021
15,19,27,6/30/2021
4,84,163,7/1/2021
4,23,1,7/1/2021
11,51,139,7/1/2021
5,91,19,7/2/2021
20,90,20,7/2/2021
2,87,105,7/3/2021
3,40,153,7/3/2021
4,81,122,7/3/2021
12,73,153,7/5/2021
5,92,158,7/6/2021
14,87,88,7/6/2021
1,15,49,7/6/2021
5,41,11,7/6/2021
15,32,58,7/6/2021
5,80,139,7/6/2021
12,8,145,7/7/2021
10,33,2,7/7/2021
18,32,17,7/8/2021
16,70,38,7/8/2021
3,75,24,7/9/2021
14,75,158,7/9/2021
15,53,118,7/10/2021
12,80,69,7/10/2021
10,27,101,7/11/2021
10,44,2,7/12/2021
3,95,112,7/12/2021
10,92,166,7/12/2021
9,6,169,7/12/2021
18,14,162,7/13/2021
5,85,76,7/13/2021
2,3,10,7/13/2021
17,79,2,7/15/2021
16,47,5,7/15/2021
10,88,74,7/16/2021
16,66,90,7/16/2021
15,21,12,7/16/2021
10,92,38,7/16/2021
19,22,100,7/17/2021
20,37,159,7/17/2021
7,63,45,7/18/2021
10,78,87,7/18/2021
11,10,70,7/19/2021
9,17,102,7/19/2021
16,36,69,7/19/2021
4,13,102,7/19/2021
9,33,60,7/19/2021
7,51,47,7/19/2021
12,75,143,7/19/2021
14,27,91,7/20/2021
20,81,25,7/20/2021
4,63,92,7/21/2021
17,4,81,7/21/2021
6,13,69,7/21/2021
5,97,26,7/22/2021
20,98,155,7/22/2021
20,85,135,7/23/2021
5,4,70,7/23/2021
7,96,134,7/23/2021
18,45,95,7/24/2021
1,42,39,7/24/2021
13,35,120,7/24/2021
19,78,150,7/24/2021
8,27,155,7/24/2021
11,85,119,7/25/2021
18,76,72,7/25/2021
3,20,120,7/25/2021
10,90,32,7/25/2021
10,90,72,7/26/2021
17,71,187,7/26/2021
4,76,84,7/26/2021
19,45,13,7/26/2021
15,50,57,7/27/2021
5,15,8,7/28/2021
14,82,98,7/29/2021
13,100,132,7/29/2021
20,5,95,7/29/2021
20,53,118,7/30/2021
5,7,72,7/30/2021
17,8,56,7/31/2021
8,61,44,7/31/2021
15,21,31,7/31/2021
18,6,156,7/31/2021
6,26,15,7/31/2021
20,55,74,7/31/2021
8,70,7,7/31/2021
20,23,31,8/1/2021
4,94,27,8/1/2021
11,36,139,8/1/2021
10,56,173,8/2/2021
14,18,68,8/2/2021
9,18,2,8/2/2021
9,67,92,8/2/2021
9,74,27,8/2/2021
8,96,27,8/2/2021
14,68,130,8/2/2021
4,9,126,8/3/2021
9,87,55,8/3/2021
5,73,29,8/3/2021
9,67,115,8/4/2021
12,65,145,8/4/2021
11,64,29,8/4/2021
18,20,156,8/5/2021
6,67,26,8/5/2021
13,25,86,8/6/2021
18,6,112,8/6/2021
15,68,62,8/6/2021
14,40,58,8/6/2021
10,81,98,8/6/2021
1,36,181,8/6/2021
18,22,111,8/6/2021
18,54,90,8/7/2021
8,35,141,8/7/2021
13,97,91,8/7/2021
16,38,51,8/8/2021
6,57,9,8/8/2021
17,10,114,8/9/2021
19,5,139,8/9/2021
13,85,10,8/10/2021
20,4,128,8/10/2021
11,13,160,8/10/2021
17,46,70,8/10/2021
6,26,101,8/11/2021
11,80,111,8/11/2021
3,17,50,8/11/2021
15,74,42,8/12/2021
9,57,37,8/12/2021
7,57,90,8/13/2021
1,4,60,8/13/2021
13,95,111,8/13/2021
6,86,148,8/13/2021
7,29,105,8/15/2021
18,87,105,8/15/2021
2,93,91,8/16/2021
6,55,17,8/16/2021
2,4,100,8/17/2021
2,60,54,8/17/2021
12,75,94,8/18/2021
13,50,138,8/18/2021
8,63,45,8/18/2021
1,88,14,8/18/2021
15,54,51,8/18/2021
19,8,105,8/18/2021
8,62,31,8/18/2021
4,16,24,8/19/2021
11,37,28,8/19/2021
9,3,11,8/19/2021
16,96,38,8/20/2021
4,52,106,8/21/2021
7,95,48,8/21/2021
13,77,104,8/22/2021
15,81,52,8/22/2021
11,61,151,8/23/2021
14,12,67,8/23/2021
17,61,20,8/23/2021
12,9,31,8/24/2021
13,91,101,8/25/2021
7,20,77,8/25/2021
2,16,120,8/25/2021
16,79,113,8/25/2021
6,39,32,8/26/2021
12,78,6,8/26/2021
3,58,25,8/27/2021
11,74,84,8/28/2021
18,83,98,8/29/2021
1,68,20,8/29/2021
7,60,165,8/29/2021
9,86,25,8/29/2021
17,37,7,8/29/2021
14,3,138,8/29/2021
17,84,131,8/30/2021
19,24,73,8/30/2021
14,32,81,8/30/2021
13,3,0,8/30/2021
8,97,62,8/30/2021
11,40,131,8/31/2021
9,74,63,8/31/2021
1,72,1,9/1/2021
15,68,25,9/1/2021
9,94,118,9/1/2021
6,12,102,9/2/2021
3,32,2,9/3/2021
9,90,163,9/3/2021
4,11,14,9/3/2021
16,8,150,9/3/2021
2,58,53,9/4/2021
19,31,3,9/4/2021
12,94,34,9/4/2021
12,17,45,9/5/2021
3,42,132,9/5/2021
7,57,118,9/5/2021
12,5,161,9/6/2021
4,47,141,9/6/2021
9,23,123,9/6/2021
3,63,72,9/7/2021
14,20,94,9/7/2021
18,90,76,9/8/2021
3,55,71,9/8/2021
11,30,118,9/8/2021
11,55,95,9/8/2021
10,93,109,9/8/2021
8,92,81,9/9/2021
20,67,48,9/9/2021
16,17,118,9/9/2021
3,40,68,9/9/2021
9,41,24,9/9/2021
2,41,37,9/10/2021
20,78,184,9/10/2021
14,65,28,9/11/2021
8,67,99,9/11/2021
20,53,102,9/11/2021
12,3,35,9/11/2021
3,79,132,9/12/2021
14,95,14,9/12/2021
10,70,11,9/12/2021
16,85,114,9/13/2021
4,69,154,9/14/2021
8,97,73,9/14/2021
13,98,102,9/14/2021
18,85,33,9/15/2021
4,68,111,9/15/2021
13,72,121,9/15/2021
19,38,104,9/15/2021
1,54,178,9/16/2021
15,39,70,9/16/2021
5,15,0,9/16/2021
13,22,38,9/16/2021
18,1,11,9/16/2021
1,76,129,9/17/2021
5,19,51,9/17/2021
4,72,12,9/18/2021
16,88,107,9/18/2021
9,67,73,9/18/2021
11,76,168,9/18/2021
18,4,57,9/18/2021
7,5,132,9/18/2021
6,81,94,9/18/2021
14,38,11,9/19/2021
8,18,96,9/19/2021
19,83,129,9/19/2021
8,37,137,9/19/2021
19,91,33,9/19/2021
14,46,93,9/19/2021
20,60,121,9/20/2021
16,16,96,9/20/2021
5,27,59,9/21/2021
12,18,102,9/21/2021
20,8,72,9/21/2021
15,69,69,9/21/2021
2,53,176,9/21/2021
3,42,66,9/21/2021
1,1,64,9/22/2021
10,71,134,9/22/2021
2,27,145,9/22/2021
1,79,110,9/22/2021
9,12,67,9/22/2021
19,41,41,9/24/2021
4,63,54,9/25/2021
15,12,173,9/25/2021
5,92,153,9/25/2021
3,41,134,9/25/2021
15,79,112,9/26/2021
10,22,104,9/26/2021
19,58,147,9/26/2021
6,39,116,9/27/2021
5,1,25,9/27/2021
12,32,44,9/27/2021
14,42,34,9/28/2021
1,33,164,9/28/2021
4,93,21,9/28/2021
2,29,40,9/29/2021
10,43,162,9/30/2021
12,54,98,9/30/2021
1,77,95,10/1/2021
5,47,16,10/1/2021
20,86,132,10/1/2021
13,70,70,10/1/2021
5,43,173,10/2/2021
6,31,93,10/2/2021
6,6,94,10/2/2021
17,42,62,10/2/2021
9,99,19,10/2/2021
13,79,109,10/2/2021
3,91,59,10/3/2021
17,4,89,10/3/2021
8,28,145,10/3/2021
19,92,2,10/4/2021
19,4,94,10/4/2021
14,29,118,10/4/2021
18,52,123,10/4/2021
15,72,125,10/5/2021
4,69,131,10/5/2021
6,11,51,10/6/2021
13,39,2,10/6/2021
7,99,16,10/7/2021
19,65,2,10/7/2021
5,25,101,10/7/2021
16,28,51,10/7/2021
15,68,158,10/7/2021
16,12,120,10/7/2021
1,46,115,10/7/2021
15,93,57,10/8/2021
12,64,114,10/8/2021
14,23,100,10/9/2021
14,9,130,10/10/2021
9,22,150,10/11/2021
9,75,153,10/12/2021
8,26,63,10/12/2021
11,86,36,10/12/2021
10,47,154,10/12/2021
3,14,70,10/13/2021
19,19,89,10/13/2021
8,7,98,10/13/2021
2,86,2,10/14/2021
5,2,25,10/14/2021
10,81,91,10/14/2021
14,13,20,10/14/2021
11,79,167,10/15/2021
16,4,128,10/15/2021
7,24,6,10/15/2021
7,64,29,10/15/2021
12,48,105,10/16/2021
18,86,149,10/17/2021
8,13,93,10/17/2021
4,53,49,10/17/2021
3,37,8,10/17/2021
5,47,133,10/18/2021
4,46,131,10/18/2021
1,65,67,10/18/2021
9,20,84,10/19/2021
7,14,24,10/19/2021
7,60,121,10/19/2021
14,81,44,10/20/2021
12,21,2,10/20/2021
1,77,88,10/20/2021
1,40,35,10/21/2021
16,97,66,10/22/2021
9,51,151,10/22/2021
9,67,120,10/22/2021
14,14,146,10/22/2021
17,41,12,10/22/2021
5,29,49,10/22/2021
9,92,85,10/23/2021
1,26,141,10/23/2021
2,20,168,10/23/2021
5,77,115,10/23/2021
3,33,74,10/24/2021
4,60,142,10/24/2021
13,32,120,10/24/2021
10,78,70,10/25/2021
8,68,102,10/26/2021
6,8,140,10/26/2021
19,34,56,10/26/2021
14,24,30,10/27/2021
12,46,142,10/27/2021
11,55,136,10/28/2021
20,60,19,10/28/2021
4,9,4,10/29/2021
17,22,33,10/30/2021
11,30,85,10/30/2021
3,49,1,10/30/2021
16,34,13,10/30/2021
7,36,17,10/30/2021
16,38,41,10/30/2021
18,77,32,10/31/2021
2,50,67,10/31/2021
8,52,111,10/31/2021
14,49,45,10/31/2021
17,74,174,10/31/2021
14,33,152,11/2/2021
11,32,92,11/3/2021
14,25,130,11/3/2021
1,72,57,11/3/2021
9,81,142,11/3/2021
11,49,147,11/4/2021
18,24,80,11/4/2021
15,68,112,11/4/2021
17,17,29,11/5/2021
9,78,120,11/5/2021
8,67,150,11/5/2021
16,58,93,11/5/2021
2,48,1,11/5/2021
2,67,120,11/6/2021
16,74,40,11/6/2021
14,51,21,11/6/2021
6,8,75,11/7/2021
11,30,124,11/7/2021
18,77,116,11/7/2021
20,7,66,11/7/2021
6,16,22,11/8/2021
10,94,10,11/8/2021
7,17,130,11/8/2021
2,9,0,11/8/2021
19,33,49,11/9/2021
6,69,18,11/9/2021
6,95,114,11/9/2021
11,9,176,11/10/2021
9,12,48,11/10/2021
11,30,104,11/11/2021
11,59,13,11/11/2021
11,78,146,11/11/2021
13,53,19,11/12/2021
19,14,90,11/13/2021
3,24,136,11/13/2021
20,18,82,11/13/2021
9,66,108,11/13/2021
19,82,113,11/14/2021
11,9,29,11/14/2021
1,62,52,11/14/2021
11,9,166,11/15/2021
1,18,138,11/15/2021
4,52,127,11/15/2021
12,56,118,11/16/2021
17,39,19,11/16/2021
4,91,5,11/17/2021
5,18,162,11/17/2021
17,94,38,11/17/2021
11,62,65,11/17/2021
7,60,49,11/18/2021
15,65,159,11/18/2021
4,91,89,11/19/2021
2,72,133,11/19/2021
9,34,118,11/20/2021
6,38,21,11/20/2021
8,52,142,11/20/2021
14,35,137,11/21/2021
13,70,50,11/21/2021
2,89,78,11/21/2021
10,76,130,11/21/2021
11,49,167,11/22/2021
8,25,98,11/25/2021
15,90,105,11/25/2021
8,87,42,11/27/2021
5,2,96,11/27/2021
16,32,8,11/27/2021
13,29,129,11/27/2021
17,3,121,11/28/2021
15,65,20,11/28/2021
19,83,58,11/28/2021
3,85,146,11/29/2021
7,83,117,11/29/2021
2,1,166,11/29/2021
18,17,73,11/29/2021
19,62,128,11/30/2021
14,36,154,11/30/2021
8,36,54,11/30/2021
13,16,21,11/30/2021
10,90,181,11/30/2021
4,26,63,11/30/2021
17,97,47,12/1/2021
9,19,61,12/1/2021
14,77,79,12/1/2021
8,53,124,12/1/2021
9,26,19,12/2/2021
18,68,107,12/2/2021
9,72,185,12/2/2021
6,28,39,12/3/2021
20,31,82,12/3/2021
16,91,85,12/3/2021
5,59,2,12/3/2021
5,77,148,12/3/2021
15,91,151,12/3/2021
15,23,44,12/4/2021
11,97,105,12/4/2021
8,7,36,12/4/2021
8,55,17,12/4/2021
16,34,22,12/4/2021
13,21,79,12/6/2021
19,99,65,12/6/2021
15,54,183,12/6/2021
1,35,48,12/7/2021
3,14,35,12/7/2021
11,2,66,12/7/2021
14,61,158,12/9/2021
7,63,61,12/9/2021
4,18,76,12/9/2021
7,64,171,12/9/2021
16,74,162,12/10/2021
8,86,99,12/10/2021
5,71,28,12/10/2021
8,61,155,12/11/2021
6,87,159,12/11/2021
1,83,61,12/11/2021
10,23,96,12/11/2021
16,64,17,12/11/2021
15,4,153,12/12/2021
2,98,172,12/13/2021
3,34,59,12/13/2021
1,83,60,12/14/2021
11,1,73,12/14/2021
2,94,73,12/15/2021
9,35,66,12/15/2021
4,1,110,12/16/2021
6,94,37,12/16/2021
8,80,0,12/17/2021
5,33,111,12/18/2021
3,62,6,12/18/2021
11,63,38,12/18/2021
15,9,60,12/18/2021
20,63,145,12/18/2021
18,51,136,12/19/2021
3,13,2,12/19/2021
16,62,124,12/20/2021
10,66,149,12/21/2021
19,59,93,12/21/2021
11,80,39,12/22/2021
2,92,84,12/22/2021
16,73,79,12/23/2021
9,99,11,12/23/2021
18,44,64,12/24/2021
8,86,81,12/25/2021
20,48,46,12/25/2021
17,9,93,12/25/2021
4,49,16,12/26/2021
8,15,149,12/27/2021
3,25,93,12/27/2021
8,82,50,12/27/2021
10,55,51,12/28/2021
13,62,124,12/28/2021
9,3,101,12/28/2021
3,3,156,12/29/2021
3,6,36,12/29/2021
16,70,107,12/29/2021
2,22,144,12/29/2021
3,34,160,12/29/2021
1,6,44,12/30/2021
16,6,20,12/30/2021
3,26,104,12/30/2021
19,72,74,12/30/2021
16,73,25,12/31/2021
14,67,70,1/1/2022
8,56,51,1/1/2022
10,26,106,1/2/2022
14,32,34,1/2/2022
6,36,36,1/2/2022
4,42,58,1/2/2022
10,18,145,1/3/2022
15,42,144,1/3/2022
9,49,17,1/3/2022
5,75,74,1/4/2022
8,72,104,1/4/2022
7,41,116,1/4/2022
9,78,111,1/5/2022
16,48,58,1/6/2022
6,88,123,1/6/2022
5,53,170,1/6/2022
20,81,146,1/7/2022
7,100,147,1/7/2022
7,59,10,1/8/2022
17,81,151,1/9/2022
8,26,84,1/9/2022
12,56,148,1/10/2022
10,78,109,1/10/2022
16,89,93,1/11/2022
5,40,100,1/12/2022
19,28,81,1/12/2022
18,86,121,1/12/2022
11,73,60,1/12/2022
10,75,38,1/13/2022
17,84,77,1/14/2022
13,39,78,1/14/2022
2,53,80,1/15/2022
15,87,56,1/15/2022
8,75,32,1/15/2022
15,100,99,1/16/2022
9,24,164,1/17/2022
2,20,104,1/17/2022
15,13,26,1/17/2022
6,66,136,1/17/2022
8,74,136,1/17/2022
18,42,93,1/18/2022
18,39,113,1/18/2022
7,12,152,1/18/2022
10,29,175,1/19/2022
4,92,124,1/19/2022
11,32,81,1/19/2022
5,12,82,1/19/2022
13,99,46,1/19/2022
16,57,147,1/19/2022
2,99,153,1/19/2022
6,53,89,1/21/2022
10,39,72,1/21/2022
14,35,12,1/21/2022
15,79,73,1/22/2022
3,28,76,1/22/2022
20,26,55,1/23/2022
13,13,52,1/23/2022
7,16,6,1/23/2022
9,14,49,1/24/2022
17,59,44,1/24/2022
10,48,11,1/24/2022
12,20,7,1/25/2022
16,80,177,1/25/2022
18,84,82,1/25/2022
20,96,169,1/25/2022
6,63,45,1/25/2022
4,88,55,1/26/2022
3,14,48,1/27/2022
18,80,80,1/27/2022
9,9,20,1/27/2022
5,91,8,1/27/2022
3,25,117,1/28/2022
13,71,145,1/28/2022
9,34,123,1/28/2022
8,33,52,1/28/2022
17,29,40,1/29/2022
7,14,126,1/29/2022
9,34,108,1/29/2022
14,75,115,1/30/2022
16,92,123,1/30/2022
4,74,70,1/30/2022
5,48,109,1/31/2022
18,93,168,1/31/2022
20,73,144,1/31/2022
4,95,149,1/31/2022
4,96,68,2/1/2022
17,88,49,2/1/2022
8,84,31,2/1/2022
17,94,6,2/1/2022
1,47,173,2/1/2022
1,20,102,2/2/2022
10,95,7,2/2/2022
15,17,14,2/3/2022
2,75,45,2/3/2022
3,14,12,2/4/2022
16,62,72,2/4/2022
3,17,57,2/5/2022
6,34,77,2/5/2022
3,77,132,2/5/2022
19,51,98,2/5/2022
2,77,65,2/6/2022
17,26,36,2/6/2022
3,13,42,2/6/2022
16,90,13,2/7/2022
4,61,112,2/7/2022
16,93,35,2/8/2022
18,34,13,2/9/2022
5,45,50,2/9/2022
4,72,128,2/10/2022
3,41,124,2/10/2022
8,41,183,2/10/2022
13,80,29,2/10/2022
20,1,67,2/10/2022
17,25,14,2/10/2022
19,75,126,2/10/2022
15,43,18,2/11/2022
17,54,110,2/11/2022
3,14,97,2/12/2022
7,36,42,2/12/2022
15,77,44,2/12/2022
5,65,16,2/12/2022
18,58,62,2/12/2022
7,63,75,2/13/2022
15,97,66,2/13/2022
7,65,80,2/13/2022
16,42,22,2/13/2022
14,94,59,2/14/2022
15,47,71,2/14/2022
16,45,46,2/15/2022
15,10,61,2/16/2022
14,4,59,2/16/2022
19,95,63,2/16/2022
14,40,101,2/16/2022
9,14,93,2/16/2022
20,89,113,2/17/2022
11,31,57,2/17/2022
3,45,171,2/17/2022
4,64,104,2/18/2022
12,12,22,2/18/2022
9,7,34,2/19/2022
12,59,59,2/19/2022
19,42,93,2/19/2022
19,64,152,2/20/2022
3,90,91,2/20/2022
16,85,19,2/20/2022
7,16,48,2/21/2022
8,93,104,2/21/2022
3,65,134,2/22/2022
9,5,132,2/22/2022
12,89,85,2/22/2022
15,16,67,2/23/2022
4,46,137,2/23/2022
20,68,75,2/24/2022
8,47,5,2/25/2022
20,60,98,2/25/2022
2,67,162,2/26/2022
14,87,129,2/26/2022
15,20,83,2/26/2022
6,50,105,2/26/2022
20,81,38,2/27/2022
8,36,17,2/28/2022
20,73,141,2/28/2022
6,13,30,2/28/2022
10,68,74,2/28/2022
17,16,144,3/1/2022
20,60,3,3/2/2022
12,20,86,3/2/2022
12,63,108,3/2/2022
9,58,1,3/3/2022
10,64,157,3/4/2022
20,43,114,3/4/2022
6,79,38,3/6/2022
12,5,144,3/6/2022
20,90,105,3/6/2022
19,32,114,3/6/2022
12,86,95,3/6/2022
5,72,23,3/6/2022
11,32,156,3/6/2022
3,14,93,3/7/2022
4,99,161,3/7/2022
7,40,35,3/8/2022
13,72,116,3/9/2022
7,35,53,3/9/2022
4,83,137,3/9/2022
16,30,177,3/10/2022
19,91,176,3/10/2022
7,47,162,3/11/2022
12,73,84,3/11/2022
5,25,161,3/11/2022
10,15,36,3/11/2022
13,32,21,3/13/2022
4,52,67,3/13/2022
1,57,60,3/13/2022
12,61,41,3/14/2022
13,47,20,3/15/2022
3,36,96,3/16/2022
4,18,29,3/16/2022
6,94,78,3/16/2022
16,10,70,3/17/2022
5,16,50,3/17/2022
20,2,173,3/17/2022
7,18,76,3/17/2022
13,82,13,3/17/2022
16,36,9,3/18/2022
9,5,108,3/18/2022
20,8,33,3/18/2022
8,41,77,3/18/2022
5,5,125,3/19/2022
1,44,129,3/19/2022
11,91,9,3/19/2022
2,94,40,3/20/2022
14,30,15,3/20/2022
17,98,37,3/20/2022
20,69,118,3/20/2022
20,25,172,3/20/2022
10,70,73,3/21/2022
19,81,83,3/21/2022
16,49,50,3/22/2022
15,96,169,3/22/2022
6,66,150,3/22/2022
9,49,96,3/23/2022
16,25,20,3/23/2022
3,31,52,3/24/2022
12,69,24,3/24/2022
11,50,39,3/24/2022
14,100,107,3/25/2022
18,18,65,3/25/2022
15,65,123,3/25/2022
18,9,158,3/25/2022
17,97,54,3/26/2022
5,15,146,3/26/2022
11,79,83,3/26/2022
17,77,124,3/27/2022
4,6,52,3/27/2022
5,40,99,3/27/2022
4,91,47,3/27/2022
20,89,87,3/27/2022
5,85,129,3/28/2022
8,9,178,3/28/2022
4,57,26,3/29/2022
2,75,88,3/29/2022
15,92,79,3/29/2022
5,15,30,3/29/2022
7,72,28,3/29/2022
16,70,134,3/29/2022
14,53,124,3/30/2022
19,31,84,3/31/2022
7,51,114,4/1/2022
6,28,66,4/1/2022
10,2,147,4/2/2022
18,5,108,4/2/2022
13,79,177,4/2/2022
8,41,122,4/3/2022
11,97,65,4/4/2022
18,49,157,4/4/2022
18,75,33,4/4/2022
19,81,158,4/5/2022
16,64,27,4/8/2022
20,92,70,4/8/2022
2,14,48,4/8/2022
4,70,34,4/9/2022
17,42,27,4/9/2022
13,30,118,4/10/2022
19,88,69,4/10/2022
12,71,33,4/10/2022
12,42,24,4/12/2022
19,96,72,4/12/2022
12,12,141,4/12/2022
11,59,108,4/13/2022
4,8,23,4/14/2022
6,80,164,4/14/2022
8,50,146,4/14/2022
14,59,179,4/15/2022
19,68,145,4/15/2022
20,93,135,4/15/2022
11,37,76,4/17/2022
14,81,17,4/17/2022
12,54,51,4/17/2022
20,82,36,4/17/2022
19,21,5,4/19/2022
9,90,50,4/19/2022
16,42,100,4/19/2022
17,19,25,4/20/2022
8,5,18,4/20/2022
19,59,108,4/20/2022
13,32,19,4/20/2022
13,56,73,4/21/2022
5,75,183,4/21/2022
9,73,121,4/21/2022
3,5,157,4/22/2022
5,14,14,4/22/2022
18,92,149,4/22/2022
4,26,154,4/22/2022
17,69,43,4/22/2022
4,27,69,4/22/2022
20,69,157,4/23/2022
19,53,44,4/23/2022
19,35,154,4/24/2022
18,74,136,4/24/2022
7,40,129,4/24/2022
13,23,140,4/25/2022
3,87,0,4/25/2022
4,55,59,4/25/2022
8,46,92,4/25/2022
10,13,92,4/25/2022
5,43,50,4/26/2022
7,90,8,4/27/2022
14,72,122,4/27/2022
6,29,125,4/28/2022
20,32,82,4/28/2022
16,93,89,4/28/2022
11,63,98,4/29/2022
6,90,97,4/29/2022
20,33,146,4/29/2022
7,22,167,4/30/2022
1,67,27,4/30/2022
6,78,51,4/30/2022
10,2,42,5/1/2022
12,35,58,5/1/2022
3,74,23,5/1/2022
17,24,7,5/1/2022
6,2,8,5/1/2022
1,50,77,5/2/2022
20,39,129,5/2/2022
7,84,75,5/3/2022
11,67,9,5/3/2022
20,17,89,5/5/2022
14,95,50,5/5/2022
9,76,181,5/6/2022
12,1,136,5/6/2022
1,69,8,5/6/2022
6,88,28,5/6/2022
9,93,69,5/6/2022
6,15,6,5/6/2022
17,4,33,5/7/2022
8,89,80,5/7/2022
7,29,66,5/7/2022
1,97,27,5/8/2022
17,9,153,5/9/2022
11,26,2,5/9/2022
12,13,48,5/9/2022
9,91,45,5/9/2022
16,45,49,5/9/2022
11,88,169,5/10/2022
7,96,137,5/10/2022
5,44,159,5/10/2022
20,13,2,5/11/2022
18,96,108,5/11/2022
3,43,149,5/11/2022
14,13,156,5/12/2022
15,44,34,5/14/2022
12,59,51,5/14/2022
3,26,29,5/14/2022
1,68,122,5/15/2022
3,16,86,5/15/2022
17,37,138,5/15/2022
2,81,66,5/16/2022
2,12,119,5/17/2022
11,94,173,5/17/2022
14,82,182,5/17/2022
16,37,136,5/18/2022
7,74,185,5/18/2022
3,78,26,5/18/2022
19,64,137,5/18/2022
19,65,151,5/18/2022
3,50,142,5/19/2022
7,44,120,5/19/2022
14,75,157,5/19/2022
20,84,28,5/20/2022
1,66,122,5/20/2022
18,2,132,5/21/2022
3,92,132,5/21/2022
15,1,87,5/22/2022
12,19,95,5/22/2022
6,10,25,5/23/2022
4,9,141,5/23/2022
3,44,82,5/23/2022
7,44,25,5/23/2022
19,2,17,5/24/2022
11,99,161,5/24/2022
4,4,158,5/25/2022
3,38,57,5/25/2022
12,42,75,5/25/2022
13,39,123,5/26/2022
3,59,118,5/26/2022
3,3,101,5/26/2022
1,32,92,5/27/2022
5,51,8,5/27/2022
20,82,146,5/27/2022
17,89,125,5/29/2022
11,66,114,5/30/2022
12,23,31,5/30/2022
14,5,111,5/30/2022
3,76,42,6/1/2022
20,5,9,6/1/2022
1,50,34,6/2/2022
11,43,3,6/2/2022
11,86,66,6/2/2022
3,52,50,6/2/2022
14,44,102,6/3/2022
1,44,51,6/3/2022
9,18,64,6/3/2022
15,100,180,6/3/2022
19,43,60,6/3/2022
3,68,186,6/3/2022
9,22,52,6/3/2022
1,28,21,6/4/2022
15,47,111,6/4/2022
1,59,134,6/4/2022
10,99,9,6/5/2022
16,38,111,6/5/2022
16,18,177,6/6/2022
8,10,19,6/6/2022
19,12,103,6/6/2022
6,41,189,6/6/2022
17,34,10,6/7/2022
4,57,118,6/7/2022
15,92,105,6/7/2022
20,74,84,6/8/2022
18,63,156,6/8/2022
7,16,2,6/8/2022
13,71,89,6/9/2022
8,93,36,6/9/2022
5,31,166,6/9/2022
5,98,6,6/9/2022
8,94,137,6/10/2022
6,49,26,6/10/2022
11,90,163,6/11/2022
7,54,153,6/11/2022
15,51,135,6/12/2022
17,48,57,6/13/2022
10,26,90,6/13/2022
7,49,136,6/13/2022
1,57,101,6/13/2022
5,13,151,6/13/2022
7,57,77,6/14/2022
10,33,81,6/16/2022
2,16,100,6/17/2022
20,67,128,6/17/2022
18,65,165,6/17/2022
13,1,67,6/18/2022
7,96,69,6/18/2022
9,83,120,6/18/2022
18,51,165,6/18/2022
6,50,70,6/19/2022
20,59,120,6/20/2022
13,50,112,6/21/2022
16,71,52,6/21/2022
1,96,17,6/22/2022
19,1,21,6/22/2022
14,50,78,6/22/2022
15,19,19,6/23/2022
20,61,57,6/23/2022
4,16,46,6/24/2022
9,10,72,6/25/2022
14,16,47,6/25/2022
12,33,144,6/25/2022
18,76,118,6/25/2022
7,95,47,6/26/2022
7,52,86,6/26/2022
1,91,175,6/27/2022
16,6,87,6/27/2022
7,49,149,6/27/2022
17,44,80,6/28/2022
16,60,87,6/28/2022
13,19,2,6/28/2022
1,47,90,6/28/2022
1,70,125,6/29/2022
20,61,7,6/29/2022
2,100,72,6/30/2022
15,19,28,6/30/2022
11,51,143,7/1/2022
4,84,191,7/1/2022
4,23,1,7/1/2022
20,90,20,7/2/2022
5,91,19,7/2/2022
2,87,107,7/3/2022
3,40,177,7/3/2022
4,81,139,7/3/2022
12,73,163,7/5/2022
15,32,72,7/6/2022
5,41,11,7/6/2022
1,15,53,7/6/2022
5,92,154,7/6/2022
5,80,137,7/6/2022
14,87,92,7/6/2022
10,33,2,7/7/2022
12,8,158,7/7/2022
16,70,39,7/8/2022
18,32,15,7/8/2022
14,75,190,7/9/2022
3,75,28,7/9/2022
15,53,114,7/10/2022
12,80,64,7/10/2022
10,27,98,7/11/2022
9,6,172,7/12/2022
10,44,2,7/12/2022
10,92,164,7/12/2022
3,95,112,7/12/2022
5,85,78,7/13/2022
18,14,147,7/13/2022
2,3,10,7/13/2022
16,47,6,7/15/2022
17,79,2,7/15/2022
10,92,42,7/16/2022
15,21,15,7/16/2022
16,66,96,7/16/2022
10,88,83,7/16/2022
20,37,161,7/17/2022
19,22,94,7/17/2022
10,78,96,7/18/2022
7,63,51,7/18/2022
16,36,78,7/19/2022
9,33,74,7/19/2022
12,75,146,7/19/2022
4,13,97,7/19/2022
11,10,76,7/19/2022
7,51,46,7/19/2022
9,17,109,7/19/2022
20,81,22,7/20/2022
14,27,92,7/20/2022
17,4,85,7/21/2022
6,13,65,7/21/2022
4,63,92,7/21/2022
5,97,29,7/22/2022
20,98,153,7/22/2022
7,96,129,7/23/2022
20,85,123,7/23/2022
5,4,70,7/23/2022
19,78,161,7/24/2022
8,27,162,7/24/2022
1,42,40,7/24/2022
18,45,101,7/24/2022
13,35,138,7/24/2022
18,76,78,7/25/2022
11,85,124,7/25/2022
3,20,131,7/25/2022
10,90,33,7/25/2022
19,45,11,7/26/2022
4,76,89,7/26/2022
10,90,70,7/26/2022
