sale_id,store_id,product_id,customer_id,quantity,sale_date
821,7,68,446,4,4/2/2021
822,11,32,390,4,4/2/2021
823,11,65,56,3,4/3/2021
824,14,14,369,1,4/4/2021
825,15,21,110,3,4/5/2021
826,17,47,270,2,4/5/2021
827,11,57,88,1,4/5/2021
828,16,36,206,2,4/6/2021
829,13,54,348,2,4/6/2021
830,16,98,163,3,4/6/2021
831,10,62,418,4,4/7/2021
832,9,6,221,1,4/7/2021
833,13,31,482,2,4/7/2021
834,3,72,264,2,4/8/2021
835,15,47,116,4,4/9/2021
836,6,11,465,1,4/9/2021
837,8,59,296,1,4/9/2021
838,3,91,495,3,4/9/2021
839,19,73,116,2,4/9/2021
840,10,27,144,3,4/10/2021
841,7,74,400,1,4/10/2021
842,16,89,311,4,4/10/2021
843,20,1,377,4,4/10/2021
844,5,81,319,3,4/10/2021
845,4,4,406,3,4/10/2021
846,16,28,308,4,4/11/2021
847,17,13,317,3,4/11/2021
848,4,63,377,2,4/11/2021
849,9,13,405,2,4/12/2021
850,5,87,493,4,4/12/2021
851,7,93,173,4,4/13/2021
852,6,63,488,2,4/13/2021
853,5,54,234,4,4/13/2021
854,8,35,428,2,4/14/2021
855,13,3,361,2,4/14/2021
856,10,13,288,1,4/15/2021
857,15,94,391,4,4/15/2021
858,9,62,306,3,4/15/2021
859,7,69,255,4,4/15/2021
860,2,39,185,2,4/15/2021
861,9,92,403,1,4/16/2021
862,16,53,216,3,4/16/2021
863,14,89,342,2,4/16/2021
864,3,34,432,4,4/16/2021
865,14,47,133,2,4/16/2021
866,1,90,36,4,4/17/2021
867,10,11,2,2,4/17/2021
868,2,62,146,5,4/17/2021
869,1,73,120,3,4/17/2021
870,8,64,134,3,4/18/2021
871,2,24,342,4,4/18/2021
872,8,77,409,3,4/19/2021
873,9,7,42,2,4/20/2021
874,2,68,30,4,4/20/2021
875,14,20,15,4,4/20/2021
876,5,66,217,2,4/21/2021
877,16,27,332,2,4/21/2021
878,1,24,358,3,4/21/2021
879,3,31,125,4,4/21/2021
880,6,22,491,2,4/21/2021
881,5,62,352,2,4/21/2021
882,2,11,443,1,4/21/2021
883,16,42,414,4,4/22/2021
884,19,67,225,4,4/22/2021
885,6,59,417,1,4/22/2021
886,3,60,147,1,4/22/2021
887,16,8,215,1,4/23/2021
888,16,87,415,2,4/24/2021
889,14,94,244,4,4/24/2021
890,8,59,385,3,4/25/2021
891,8,60,241,1,4/25/2021
892,13,74,125,1,4/26/2021
893,14,49,249,2,4/26/2021
894,6,40,172,3,4/27/2021
895,5,25,496,4,4/28/2021
896,15,68,302,2,4/28/2021
897,17,12,285,3,4/29/2021
898,14,13,180,2,4/29/2021
899,5,85,89,4,4/29/2021
900,8,49,145,3,4/29/2021
901,6,87,112,4,4/29/2021
902,18,35,206,1,4/29/2021
903,20,89,348,1,4/30/2021
904,13,20,315,4,4/30/2021
905,12,57,187,2,4/30/2021
906,15,24,363,1,4/30/2021
907,14,54,280,2,5/1/2021
908,9,65,290,1,5/1/2021
909,1,19,260,3,5/1/2021
910,9,6,460,2,5/2/2021
911,18,22,430,1,5/3/2021
912,11,45,421,4,5/3/2021
913,5,20,429,3,5/3/2021
914,17,72,198,5,5/4/2021
915,7,85,150,5,5/4/2021
916,10,97,300,4,5/4/2021
917,4,72,241,1,5/4/2021
918,18,9,464,2,5/4/2021
919,20,84,445,1,5/4/2021
920,16,93,44,2,5/5/2021
921,8,26,85,3,5/5/2021
922,13,14,130,4,5/5/2021
923,19,12,413,3,5/5/2021
924,19,20,395,2,5/6/2021
925,19,37,17,2,5/6/2021
926,2,22,188,1,5/6/2021
927,11,66,297,5,5/7/2021
928,11,30,308,4,5/8/2021
929,20,2,453,2,5/9/2021
930,10,10,474,3,5/9/2021
931,2,72,6,2,5/10/2021
932,4,65,236,2,5/10/2021
933,20,91,417,3,5/10/2021
934,5,85,267,4,5/11/2021
935,6,81,44,4,5/11/2021
936,14,69,112,2,5/11/2021
937,16,98,323,4,5/12/2021
938,16,10,319,3,5/12/2021
939,7,44,226,2,5/12/2021
940,3,33,40,1,5/12/2021
941,1,92,491,3,5/12/2021
942,4,6,120,2,5/13/2021
943,7,31,409,3,5/13/2021
944,2,87,377,3,5/14/2021
945,1,65,11,4,5/14/2021
946,14,60,91,4,5/15/2021
947,6,13,426,1,5/15/2021
948,4,12,300,3,5/15/2021
949,2,78,464,1,5/15/2021
950,13,62,431,4,5/16/2021
951,1,70,272,1,5/16/2021
952,8,46,112,1,5/17/2021
953,17,57,73,2,5/17/2021
954,20,82,51,1,5/18/2021
955,15,15,455,1,5/18/2021
956,3,27,237,2,5/19/2021
957,6,7,67,5,5/19/2021
958,10,53,206,2,5/20/2021
959,7,73,282,1,5/20/2021
960,14,78,414,1,5/20/2021
961,14,81,387,4,5/21/2021
962,13,2,359,2,5/21/2021
963,18,64,392,1,5/21/2021
964,18,94,334,3,5/22/2021
965,20,76,349,1,5/23/2021
966,6,85,107,1,5/23/2021
967,19,28,385,2,5/23/2021
968,16,27,7,4,5/23/2021
969,12,5,120,3,5/23/2021
970,9,58,75,1,5/24/2021
971,20,21,325,1,5/24/2021
972,8,59,345,2,5/25/2021
973,20,83,391,2,5/25/2021
974,9,37,122,2,5/25/2021
975,17,37,392,3,5/26/2021
976,19,88,91,1,5/26/2021
977,10,16,282,3,5/26/2021
978,5,92,352,2,5/27/2021
979,10,53,236,4,5/27/2021
980,2,23,162,3,5/27/2021
981,5,61,6,3,5/27/2021
982,8,75,418,1,5/27/2021
983,3,24,391,2,5/27/2021
984,4,40,210,4,5/27/2021
985,10,44,119,3,5/28/2021
986,20,37,416,3,5/28/2021
987,7,31,370,4,5/28/2021
988,4,89,67,4,5/28/2021
989,17,92,200,3,5/28/2021
990,12,48,257,5,5/29/2021
991,12,79,296,3,5/29/2021
992,8,67,195,3,5/29/2021
993,19,16,23,1,5/29/2021
994,20,80,483,1,5/29/2021
995,18,12,440,2,5/30/2021
996,3,53,253,4,5/30/2021
997,16,80,30,3,5/30/2021
998,5,32,265,4,5/30/2021
999,3,28,329,1,5/30/2021
1000,16,6,96,1,5/30/2021
1001,18,89,13,1,6/1/2021
1002,4,27,459,4,6/1/2021
1003,10,64,257,2,6/1/2021
1004,1,6,468,3,6/1/2021
1005,12,61,336,3,6/1/2021
1006,19,91,189,2,6/2/2021
1007,9,32,416,2,6/2/2021
1008,15,73,143,2,6/3/2021
1009,4,76,129,1,6/3/2021
1010,9,90,64,1,6/4/2021
1011,3,82,290,3,6/4/2021
1012,18,88,468,3,6/5/2021
1013,1,5,155,2,6/5/2021
1014,19,12,25,1,6/5/2021
1015,6,64,255,2,6/6/2021
1016,14,53,407,2,6/6/2021
1017,17,56,87,2,6/7/2021
1018,15,60,259,2,6/7/2021
1019,15,68,263,2,6/8/2021
1020,12,40,463,4,6/9/2021
1021,4,30,170,1,6/9/2021
1022,6,17,192,2,6/10/2021
1023,2,62,138,2,6/10/2021
1024,19,30,495,2,6/10/2021
1025,5,89,233,3,6/11/2021
1026,19,49,487,2,6/11/2021
1027,4,46,417,2,6/11/2021
1028,19,54,230,2,6/11/2021
1029,13,52,33,3,6/11/2021
1030,16,43,459,2,6/11/2021
1031,14,30,102,3,6/11/2021
1032,5,9,252,4,6/12/2021
1033,18,52,111,2,6/12/2021
1034,10,17,495,5,6/13/2021
1035,5,25,426,1,6/13/2021
1036,16,34,266,4,6/13/2021
1037,3,44,166,1,6/13/2021
1038,10,71,491,1,6/13/2021
1039,12,27,299,4,6/16/2021
1040,15,73,292,4,6/16/2021
1041,20,5,267,1,6/16/2021
1042,16,61,76,4,6/16/2021
1043,4,84,487,2,6/16/2021
1044,5,40,40,1,6/17/2021
1045,18,17,64,2,6/17/2021
1046,15,35,181,1,6/17/2021
1047,17,49,352,1,6/18/2021
1048,6,78,428,4,6/18/2021
1049,6,11,169,4,6/18/2021
1050,11,53,339,4,6/18/2021
1051,13,89,477,2,6/18/2021
1052,11,67,74,3,6/19/2021
1053,8,11,126,2,6/19/2021
1054,15,51,162,3,6/19/2021
1055,2,17,427,3,6/19/2021
1056,20,35,203,4,6/20/2021
1057,17,10,240,1,6/21/2021
1058,5,95,131,3,6/21/2021
1059,18,8,239,1,6/21/2021
1060,12,39,357,3,6/21/2021
1061,4,75,204,1,6/21/2021
1062,18,99,21,3,6/22/2021
1063,4,27,167,4,6/23/2021
1064,15,71,452,1,6/23/2021
1065,11,71,338,2,6/24/2021
1066,2,85,7,1,6/24/2021
1067,9,51,99,1,6/25/2021
1068,7,1,41,3,6/26/2021
1069,8,26,25,1,6/26/2021
1070,9,36,318,1,6/26/2021
1071,20,36,16,2,6/27/2021
1072,18,39,289,5,6/28/2021
1073,11,45,339,1,6/30/2021
1074,5,10,172,3,6/30/2021
1075,19,89,46,4,6/30/2021
1076,9,18,111,1,7/1/2021
1077,16,61,256,5,7/1/2021
1078,15,11,463,4,7/1/2021
1079,12,5,151,4,7/1/2021
1080,12,68,82,4,7/1/2021
1081,13,66,111,4,7/1/2021
1082,9,57,478,3,7/2/2021
1083,8,64,379,1,7/3/2021
1084,13,97,197,2,7/4/2021
1085,13,14,94,5,7/4/2021
1086,6,4,10,3,7/4/2021
1087,5,14,328,4,7/5/2021
1088,15,96,472,4,7/5/2021
1089,9,72,197,3,7/5/2021
1090,1,92,485,1,7/5/2021
1091,11,81,403,5,7/5/2021
1092,1,12,417,4,7/5/2021
1093,10,32,33,4,7/7/2021
1094,14,47,63,4,7/7/2021
1095,16,64,141,1,7/8/2021
1096,6,39,326,4,7/8/2021
1097,14,29,451,1,7/8/2021
1098,3,28,31,1,7/8/2021
1099,13,77,117,3,7/9/2021
1100,10,49,91,1,7/9/2021
1101,17,12,479,3,7/9/2021
1102,13,38,270,2,7/10/2021
1103,8,40,295,2,7/10/2021
1104,8,86,383,2,7/11/2021
1105,9,72,80,4,7/12/2021
1106,6,27,297,3,7/12/2021
1107,11,93,37,2,7/12/2021
1108,9,28,258,1,7/13/2021
1109,20,72,475,3,7/13/2021
1110,7,27,458,4,7/13/2021
1111,5,53,159,2,7/13/2021
1112,1,24,393,1,7/13/2021
1113,18,43,12,4,7/14/2021
1114,13,67,269,4,7/14/2021
1115,4,57,259,1,7/15/2021
1116,12,70,101,4,7/15/2021
1117,8,24,357,3,7/17/2021
1118,6,89,135,4,7/17/2021
1119,14,25,283,4,7/17/2021
1120,9,57,480,4,7/18/2021
1121,5,29,260,5,7/19/2021
1122,9,23,20,4,7/19/2021
1123,18,46,385,3,7/19/2021
1124,16,26,66,1,7/20/2021
1125,13,58,178,3,7/20/2021
1126,1,71,453,2,7/21/2021
1127,17,3,105,2,7/21/2021
1128,3,83,63,2,7/22/2021
1129,7,87,474,5,7/22/2021
1130,2,27,125,4,7/23/2021
1131,11,67,452,4,7/23/2021
1132,19,48,297,1,7/23/2021
1133,15,16,211,5,7/23/2021
1134,20,64,63,1,7/24/2021
1135,15,100,106,1,7/24/2021
1136,2,39,490,2,7/24/2021
1137,9,13,158,5,7/24/2021
1138,3,96,447,4,7/26/2021
1139,11,100,65,4,7/27/2021
1140,9,61,404,1,7/27/2021
1141,15,67,47,5,7/27/2021
1142,1,96,217,5,7/28/2021
1143,16,40,374,4,7/28/2021
1144,13,98,65,2,7/29/2021
1145,1,4,205,2,7/29/2021
1146,10,69,209,4,7/29/2021
1147,4,63,110,4,7/29/2021
1148,11,45,113,3,7/30/2021
1149,16,39,424,1,7/30/2021
1150,6,24,213,3,7/30/2021
1151,8,98,209,2,7/30/2021
1152,16,38,182,3,7/31/2021
1153,20,52,219,1,7/31/2021
1154,8,74,39,1,7/31/2021
1155,11,68,300,2,7/31/2021
1156,1,3,255,3,7/31/2021
1157,14,23,226,1,8/1/2021
1158,12,38,10,3,8/2/2021
1159,4,31,294,4,8/2/2021
1160,19,77,490,1,8/2/2021
1161,3,45,316,3,8/3/2021
1162,4,47,73,1,8/4/2021
1163,20,81,414,4,8/4/2021
1164,11,36,400,2,8/4/2021
1165,18,26,168,1,8/5/2021
1166,10,95,234,1,8/5/2021
1167,14,28,481,4,8/6/2021
1168,9,87,438,1,8/6/2021
1169,15,56,281,5,8/7/2021
1170,1,28,283,5,8/8/2021
1171,20,61,140,1,8/8/2021
1172,19,98,185,3,8/8/2021
1173,19,42,31,2,8/8/2021
1174,2,95,316,5,8/9/2021
1175,10,41,473,2,8/9/2021
1176,6,43,313,1,8/9/2021
1177,2,20,314,2,8/10/2021
1178,16,25,255,2,8/11/2021
1179,18,63,194,1,8/11/2021
1180,12,60,52,3,8/11/2021
1181,15,48,375,4,8/11/2021
1182,3,51,191,4,8/11/2021
1183,8,79,27,3,8/11/2021
1184,2,22,399,3,8/11/2021
1185,16,99,425,1,8/12/2021
1186,12,28,205,3,8/12/2021
1187,9,92,497,1,8/12/2021
1188,5,88,384,2,8/13/2021
1189,16,79,165,3,8/14/2021
1190,5,89,222,1,8/14/2021
1191,11,67,191,1,8/14/2021
1192,16,73,105,5,8/14/2021
1193,13,47,106,5,8/15/2021
1194,3,9,251,5,8/15/2021
1195,18,81,385,2,8/16/2021
1196,19,60,138,5,8/16/2021
1197,17,22,351,2,8/16/2021
1198,7,25,464,1,8/16/2021
1199,13,65,400,3,8/17/2021
1200,18,17,267,1,8/17/2021
1201,9,47,45,3,8/18/2021
1202,19,21,295,5,8/18/2021
1203,16,25,181,5,8/18/2021
1204,9,53,474,1,8/19/2021
1205,6,26,188,4,8/19/2021
1206,8,83,406,4,8/19/2021
1207,19,8,325,4,8/20/2021
1208,18,37,382,2,8/20/2021
1209,1,60,231,1,8/20/2021
1210,14,23,239,4,8/20/2021
1211,1,26,305,1,8/21/2021
1212,8,57,322,5,8/22/2021
1213,2,36,403,5,8/22/2021
1214,3,7,2,4,8/22/2021
1215,8,77,290,1,8/23/2021
1216,19,75,157,3,8/24/2021
1217,19,8,272,2,8/24/2021
1218,14,90,433,1,8/25/2021
1219,16,45,97,2,8/25/2021
1220,6,81,299,4,8/26/2021
1221,18,39,329,2,8/26/2021
1222,7,25,21,3,8/26/2021
1223,15,48,107,1,8/27/2021
1224,8,12,405,4,8/27/2021
1225,2,18,263,4,8/28/2021
1226,14,39,433,3,8/29/2021
1227,2,45,108,3,8/29/2021
1228,13,28,331,2,8/29/2021
1229,14,1,301,1,8/29/2021
1230,13,70,443,2,8/30/2021
1231,19,73,107,4,8/30/2021
1232,3,3,70,2,8/31/2021
1233,4,66,31,1,8/31/2021
1234,1,75,96,2,8/31/2021
1235,6,23,373,2,9/1/2021
1236,10,53,236,4,9/1/2021
1237,8,5,359,3,9/2/2021
1238,11,5,371,1,9/2/2021
1239,12,75,260,4,9/2/2021
1240,8,34,70,2,9/2/2021
1241,16,61,236,2,9/2/2021
1242,9,80,78,2,9/3/2021
1243,5,67,303,3,9/4/2021
1244,10,10,111,4,9/5/2021
1245,3,25,7,2,9/5/2021
1246,19,26,158,2,9/5/2021
1247,9,50,392,4,9/5/2021
1248,6,19,133,4,9/5/2021
1249,1,37,411,3,9/5/2021
1250,15,3,468,3,9/6/2021
1251,13,93,1,5,9/6/2021
1252,12,57,360,3,9/7/2021
1253,3,97,230,4,9/7/2021
1254,14,70,381,2,9/7/2021
1255,3,22,4,2,9/8/2021
1256,6,93,426,1,9/8/2021
1257,9,34,30,2,9/8/2021
1258,7,12,471,2,9/8/2021
1259,12,77,124,1,9/9/2021
1260,1,45,156,1,9/10/2021
1261,18,13,232,5,9/10/2021
1262,6,99,221,4,9/11/2021
1263,6,4,451,2,9/11/2021
1264,11,83,384,4,9/12/2021
1265,5,7,155,2,9/12/2021
1266,4,70,200,1,9/12/2021
1267,7,48,96,3,9/13/2021
1268,3,48,258,1,9/13/2021
1269,13,67,37,1,9/14/2021
1270,4,80,263,5,9/14/2021
1271,19,72,122,1,9/14/2021
1272,4,54,83,2,9/15/2021
1273,11,69,415,3,9/15/2021
1274,13,39,63,3,9/15/2021
1275,10,75,27,2,9/16/2021
1276,14,17,78,1,9/16/2021
1277,12,13,5,3,9/16/2021
1278,2,1,206,4,9/17/2021
1279,2,37,173,3,9/17/2021
1280,20,41,240,1,9/17/2021
1281,12,86,260,1,9/17/2021
1282,8,9,477,3,9/18/2021
1283,14,90,342,4,9/19/2021
1284,5,80,76,4,9/20/2021
1285,9,25,38,5,9/20/2021
1286,7,20,295,3,9/21/2021
1287,1,44,101,1,9/21/2021
1288,6,65,337,3,9/21/2021
1289,8,99,111,2,9/21/2021
1290,13,15,157,2,9/21/2021
1291,6,45,344,4,9/21/2021
1292,18,100,486,2,9/21/2021
1293,15,84,119,3,9/21/2021
1294,20,11,65,1,9/22/2021
1295,18,71,280,3,9/22/2021
1296,1,44,360,1,9/23/2021
1297,6,31,193,1,9/23/2021
1298,1,58,395,2,9/23/2021
1299,10,27,268,4,9/24/2021
1300,8,21,147,2,9/24/2021
1301,20,76,236,2,9/24/2021
1302,18,28,191,4,9/24/2021
1303,2,88,245,2,9/25/2021
1304,1,92,411,4,9/25/2021
1305,5,7,427,4,9/26/2021
1306,15,29,137,5,9/27/2021
1307,19,54,280,2,9/27/2021
1308,6,3,21,5,9/27/2021
1309,17,41,94,5,9/28/2021
1310,12,28,144,2,9/28/2021
1311,14,54,165,5,9/28/2021
1312,9,39,163,4,9/28/2021
1313,9,73,83,4,9/29/2021
1314,2,97,408,2,9/29/2021
1315,3,33,335,2,9/29/2021
1316,3,53,398,4,9/30/2021
1317,1,79,334,3,9/30/2021
1318,19,2,140,3,9/30/2021
1319,14,7,87,3,9/30/2021
1320,3,80,341,5,10/1/2021
1321,16,86,221,2,10/1/2021
1322,3,46,302,2,10/1/2021
1323,20,4,181,2,10/1/2021
1324,9,42,169,3,10/1/2021
1325,14,27,404,1,10/1/2021
1326,5,67,369,5,10/1/2021
1327,15,83,405,4,10/2/2021
1328,7,1,449,5,10/2/2021
1329,6,14,9,1,10/2/2021
1330,4,66,34,2,10/2/2021
1331,19,45,263,3,10/2/2021
1332,7,20,197,3,10/3/2021
1333,3,3,385,5,10/3/2021
1334,13,50,234,3,10/4/2021
1335,13,19,99,3,10/4/2021
1336,14,51,336,3,10/5/2021
1337,13,62,462,2,10/5/2021
1338,13,92,77,1,10/5/2021
1339,4,17,204,2,10/5/2021
1340,8,1,242,1,10/5/2021
1341,3,25,185,2,10/5/2021
1342,7,66,403,2,10/6/2021
1343,18,73,389,1,10/6/2021
1344,3,85,75,4,10/7/2021
1345,9,62,287,3,10/7/2021
1346,2,29,323,5,10/8/2021
1347,13,68,187,4,10/8/2021
1348,11,12,169,5,10/9/2021
1349,7,74,237,2,10/9/2021
1350,1,41,376,3,10/9/2021
1351,7,33,242,4,10/9/2021
1352,1,86,425,3,10/10/2021
1353,8,72,59,4,10/10/2021
1354,6,40,455,5,10/10/2021
1355,15,44,139,3,10/10/2021
1356,8,32,388,3,10/10/2021
1357,8,56,227,1,10/10/2021
1358,6,74,489,3,10/12/2021
1359,4,21,150,1,10/13/2021
1360,14,51,431,3,10/13/2021
1361,1,88,395,2,10/13/2021
1362,7,72,111,5,10/14/2021
1363,9,23,287,2,10/14/2021
1364,1,57,485,4,10/14/2021
1365,10,39,316,2,10/14/2021
1366,7,31,180,1,10/15/2021
1367,13,47,382,1,10/16/2021
1368,20,86,388,1,10/16/2021
1369,2,13,171,4,10/16/2021
1370,19,33,136,4,10/18/2021
1371,1,47,182,5,10/18/2021
1372,15,46,56,4,10/18/2021
1373,14,93,322,1,10/19/2021
1374,20,89,478,2,10/19/2021
1375,16,52,39,4,10/19/2021
1376,3,1,148,5,10/20/2021
1377,6,87,14,1,10/21/2021
1378,20,26,58,3,10/22/2021
1379,7,34,86,4,10/22/2021
1380,6,92,340,5,10/22/2021
1381,9,33,118,2,10/22/2021
1382,17,7,278,4,10/22/2021
1383,19,49,163,5,10/23/2021
1384,8,98,275,5,10/23/2021
1385,4,54,171,3,10/23/2021
1386,2,59,379,3,10/23/2021
1387,3,96,130,3,10/24/2021
1388,4,71,481,5,10/24/2021
1389,5,81,385,1,10/25/2021
1390,9,65,275,3,10/25/2021
1391,4,75,183,1,10/25/2021
1392,3,91,134,4,10/26/2021
1393,19,38,394,5,10/26/2021
1394,8,75,237,3,10/26/2021
1395,8,90,213,5,10/26/2021
1396,13,55,369,3,10/27/2021
1397,14,62,392,4,10/27/2021
1398,10,48,129,3,10/28/2021
1399,17,64,43,5,10/28/2021
1400,13,21,61,1,10/28/2021
1401,9,36,310,5,10/28/2021
1402,13,18,473,5,10/29/2021
1403,7,78,324,3,10/29/2021
1404,11,53,236,2,10/29/2021
1405,19,46,74,1,10/29/2021
1406,6,33,436,2,10/30/2021
1407,2,60,97,1,10/30/2021
1408,7,82,142,5,10/30/2021
1409,12,21,236,5,10/30/2021
1410,6,97,189,3,11/1/2021
1411,16,94,347,4,11/1/2021
1412,17,86,258,4,11/1/2021
1413,15,67,421,3,11/2/2021
1414,3,83,372,1,11/2/2021
1415,6,89,398,4,11/3/2021
1416,8,33,368,3,11/3/2021
1417,6,48,470,3,11/3/2021
1418,14,65,463,2,11/4/2021
1419,5,39,394,4,11/4/2021
1420,10,37,134,4,11/4/2021
1421,16,7,195,3,11/5/2021
1422,4,25,463,3,11/5/2021
1423,1,42,130,3,11/5/2021
1424,13,50,389,2,11/5/2021
1425,9,34,171,2,11/6/2021
1426,16,94,155,3,11/6/2021
1427,5,72,446,1,11/6/2021
1428,18,55,277,4,11/7/2021
1429,1,11,80,4,11/8/2021
1430,2,64,418,4,11/8/2021
1431,20,61,392,1,11/9/2021
1432,13,48,249,4,11/9/2021
1433,6,74,270,5,11/9/2021
1434,8,62,483,3,11/10/2021
1435,18,75,4,4,11/11/2021
1436,6,67,234,5,11/11/2021
1437,18,65,337,5,11/11/2021
1438,5,33,18,3,11/12/2021
1439,4,91,180,4,11/12/2021
1440,16,99,200,4,11/13/2021
1441,10,83,331,1,11/13/2021
1442,14,37,474,5,11/13/2021
1443,16,48,259,4,11/14/2021
1444,19,5,306,2,11/15/2021
1445,1,11,418,4,11/15/2021
1446,6,90,378,1,11/15/2021
1447,5,87,163,3,11/15/2021
1448,15,65,233,5,11/15/2021
1449,3,56,438,5,11/16/2021
1450,5,76,388,3,11/16/2021
1451,7,87,7,5,11/16/2021
1452,4,81,13,2,11/16/2021
1453,13,80,389,3,11/17/2021
1454,17,20,201,2,11/18/2021
1455,13,55,417,2,11/18/2021
1456,14,6,322,5,11/19/2021
1457,19,65,278,5,11/20/2021
1458,1,33,406,1,11/20/2021
1459,17,91,294,5,11/20/2021
1460,16,88,29,5,11/20/2021
1461,19,95,344,5,11/22/2021
1462,18,21,117,2,11/23/2021
1463,3,5,417,2,11/23/2021
1464,11,38,125,1,11/23/2021
1465,5,51,470,3,11/23/2021
1466,6,51,175,4,11/23/2021
1467,11,30,32,3,11/24/2021
1468,5,51,408,2,11/24/2021
1469,11,71,454,2,11/24/2021
1470,20,56,305,3,11/24/2021
1471,15,94,102,5,11/25/2021
1472,13,41,451,2,11/25/2021
1473,13,35,433,4,11/25/2021
1474,1,94,319,1,11/26/2021
1475,12,30,393,4,11/26/2021
1476,17,10,17,1,11/26/2021
1477,20,61,481,1,11/27/2021
1478,12,30,408,3,11/27/2021
1479,12,55,319,1,11/28/2021
1480,6,74,212,4,11/29/2021
1481,15,14,415,5,11/29/2021
1482,8,76,439,2,11/29/2021
1483,9,15,422,1,11/30/2021
1484,14,15,490,2,11/30/2021
1485,20,21,283,1,11/30/2021
1486,2,58,111,5,11/30/2021
1487,18,92,371,6,12/1/2021
1488,1,42,108,4,12/1/2021
1489,7,17,69,3,12/2/2021
1490,18,57,264,2,12/3/2021
1491,9,21,315,4,12/3/2021
1492,16,98,124,2,12/4/2021
1493,8,56,239,3,12/4/2021
1494,13,99,320,2,12/5/2021
1495,4,79,91,3,12/5/2021
1496,15,70,488,2,12/5/2021
1497,11,84,394,1,12/5/2021
1498,6,5,112,4,12/5/2021
1499,17,14,168,4,12/6/2021
1500,5,50,333,3,12/6/2021
1501,7,89,122,3,12/6/2021
1502,12,97,120,2,12/6/2021
1503,9,21,283,3,12/7/2021
1504,1,75,102,2,12/7/2021
1505,18,28,48,4,12/7/2021
1506,8,3,131,4,12/7/2021
1507,5,37,345,6,12/8/2021
1508,8,74,446,2,12/8/2021
1509,14,42,129,3,12/8/2021
1510,9,56,70,5,12/9/2021
1511,7,54,57,3,12/9/2021
1512,10,70,269,4,12/9/2021
1513,1,91,498,3,12/10/2021
1514,1,42,331,5,12/10/2021
1515,16,94,303,5,12/10/2021
1516,11,65,196,1,12/10/2021
1517,20,84,210,3,12/10/2021
1518,17,65,442,2,12/11/2021
1519,10,95,140,1,12/11/2021
1520,5,37,498,3,12/11/2021
1521,8,5,401,4,12/11/2021
1522,15,27,387,3,12/11/2021
1523,19,52,70,4,12/11/2021
1524,9,49,229,1,12/11/2021
1525,9,95,70,2,12/13/2021
1526,4,61,214,5,12/13/2021
1527,14,92,468,2,12/14/2021
1528,16,38,352,3,12/14/2021
1529,5,69,311,6,12/14/2021
1530,9,65,267,2,12/14/2021
1531,13,63,344,3,12/15/2021
1532,6,34,272,2,12/16/2021
1533,4,90,242,1,12/16/2021
1534,1,36,24,1,12/16/2021
1535,9,6,127,5,12/16/2021
1536,5,100,481,1,12/17/2021
1537,10,90,28,2,12/17/2021
1538,16,99,366,1,12/17/2021
1539,5,100,376,4,12/17/2021
1540,5,9,229,3,12/18/2021
1541,9,36,444,3,12/18/2021
1542,9,26,212,4,12/19/2021
1543,17,87,275,2,12/19/2021
1544,15,33,276,1,12/19/2021
1545,1,62,93,3,12/19/2021
1546,5,31,439,3,12/20/2021
1547,11,50,331,2,12/20/2021
1548,11,89,139,2,12/21/2021
1549,2,73,229,4,12/22/2021
1550,16,40,338,3,12/23/2021
1551,6,39,28,1,12/24/2021
1552,2,78,367,3,12/24/2021
1553,15,61,470,4,12/25/2021
1554,15,72,52,2,12/25/2021
1555,1,65,169,2,12/25/2021
1556,5,66,384,3,12/27/2021
1557,18,65,489,3,12/27/2021
1558,20,91,405,1,12/28/2021
1559,7,59,294,1,12/29/2021
1560,1,78,443,2,12/29/2021
1561,2,31,276,1,12/29/2021
1562,7,3,329,3,12/30/2021
1563,18,70,285,2,12/30/2021
1564,19,59,492,4,12/30/2021
1565,20,67,302,4,12/30/2021
1566,6,53,495,4,12/30/2021
1567,4,17,181,1,12/30/2021
1568,3,14,410,5,12/30/2021
1569,4,100,51,2,12/31/2021
1570,1,84,239,4,12/31/2021
1571,7,14,99,5,12/31/2021
1572,20,3,91,3,1/1/2022
1573,3,41,288,3,1/1/2022
1574,11,25,435,1,1/2/2022
1575,18,76,291,3,1/2/2022
1576,12,73,334,2,1/2/2022
1577,19,4,471,1,1/2/2022
1578,16,83,272,2,1/3/2022
1579,3,31,264,1,1/3/2022
1580,4,64,395,1,1/4/2022
1581,20,55,378,3,1/4/2022
1582,12,57,237,3,1/4/2022
1583,15,90,372,3,1/4/2022
1584,15,77,397,4,1/5/2022
1585,19,57,379,1,1/5/2022
1586,19,13,437,1,1/5/2022
1587,9,53,281,2,1/5/2022
1588,4,100,230,1,1/6/2022
1589,19,17,207,4,1/6/2022
1590,3,21,43,1,1/7/2022
1591,11,68,262,1,1/7/2022
1592,18,73,493,4,1/7/2022
1593,18,7,494,3,1/7/2022
1594,8,81,492,4,1/8/2022
1595,19,68,308,3,1/8/2022
1596,13,12,422,1,1/8/2022
1597,4,23,81,3,1/9/2022
1598,20,62,489,2,1/10/2022
1599,18,12,300,3,1/10/2022
1600,3,68,368,3,1/10/2022
1601,11,61,13,3,1/10/2022
1602,13,94,254,4,1/10/2022
1603,13,62,151,1,1/10/2022
1604,8,68,495,2,1/10/2022
1605,1,98,358,2,1/11/2022
1606,9,76,318,3,1/11/2022
